NumRuns,TotalSteps,TotalTriggeredSteps,SuccessRatePercent,CollisionRatePercent,TriggerRateMeanPercent,TriggerRateStdPercent,AvgCPUPerStepMean_ms,AvgCPUPerStepStd_ms,MaxCPUPerStep_ms,StdCPUPerStepMean_ms,AvgTriggeredCPU_ms,StdTriggeredCPU_ms,MaxTriggeredCPU_ms,AvgIPOPTIterations,StdIPOPTIterations,MaxIPOPTIterations,TotalFallbackCount,TotalSolverFailureCount,MemoryBeforeMeanMB,MemoryAfterMeanMB,MemoryDeltaMeanMB,PeakObservedMemoryMB,IPOPTMaxIterSetting,IPOPTTolSetting,IPOPTAcceptableTolSetting,IPOPTLinearSolver,WarmStart
30,4072,3183,96.6666666666667,3.33333333333333,77.8101757236539,3.47442516648177,2074.10940859664,131.364338649978,3982.7921,1112.64287620359,2658.2504420044,190.233739910509,3982.7921,21.9594721960415,12.9227965722856,87,0,0,6361.12526041667,6356.94466145833,-4.18059895833333,6367.62890625,100,0.0001,0.001,mumps,Shifted reference initialization
