Algorithm,Step,px,py,pz,vx,vy,vz,TriggerSignal
Proposed ET-NMPC,58,18.6772135987337,14.1199536839062,7.34618263346772,3.78370268088471,3.14598611551684,0.886772453136171,1
Proposed ET-NMPC,59,19.0555838668222,14.4345522954579,7.43485987878134,3.75250679098748,3.14773259828195,1.005222499403,1
Proposed ET-NMPC,60,19.430834545921,14.7493255552861,7.53538212872164,3.72085946437072,3.14764386474489,1.11693462079778,1
Proposed ET-NMPC,61,19.802920492358,15.0640899417606,7.64707559080142,3.70646406555597,3.11970885889546,1.2367460396021,1
Proposed ET-NMPC,62,20.1735668989136,15.3760608276501,7.77075019476163,3.75628888824838,3.0079052951255,1.35749752249415,1
Proposed ET-NMPC,63,20.5491957877385,15.6768513571627,7.90649994701104,3.88354704605353,2.81563142632812,1.41077355098627,1
Proposed ET-NMPC,64,20.9375504923438,15.9584144997955,8.04757730210967,4.00156556743084,2.60469903587871,1.45609624591475,1
Proposed ET-NMPC,65,21.3377070490869,16.2188844033834,8.19318692670114,3.92202781219058,2.37588808398186,1.27912366672974,1
Proposed ET-NMPC,66,21.729909830306,16.4564732117816,8.32109929337412,3.72291161184605,2.1667632533465,1.36048424669382,1
Proposed ET-NMPC,67,22.1022009914906,16.6731495371162,8.4571477180435,3.51287421896638,1.95672625398472,1.40254078591678,1
Proposed ET-NMPC,68,22.4534884133872,16.8688221625147,8.59740179663518,3.2585524065712,1.81180678318164,1.33682349198144,1
Proposed ET-NMPC,69,22.7793436540443,17.0500028408328,8.73108414583332,3.49362108065823,1.99617539793283,1.3094203469486,1
Proposed ET-NMPC,70,23.1287057621102,17.2496203806261,8.86202618052818,3.72462910224008,2.16701998091151,1.22312189718455,1
Proposed ET-NMPC,71,23.5011686723342,17.4663223787173,8.98433837024664,3.83935485786329,2.22459477829059,1.19017608659824,1
Proposed ET-NMPC,72,23.8851041581205,17.6887818565463,9.10335597890646,3.74879566884318,2.1898665468581,1.25794872704246,1
Proposed ET-NMPC,73,24.2599837250048,17.9077685112322,9.22915085161071,3.60674545329085,2.0644231907307,1.10300700769705,1
Proposed ET-NMPC,74,24.6206582703339,18.1142108303052,9.33945155238041,3.42815289660523,1.84274191215122,1.00833858939474,1
Proposed ET-NMPC,75,24.9634735599944,18.2984850215203,9.44028541131989,3.23425079273994,1.62297721085418,0.94426480239542,1
Proposed ET-NMPC,76,25.2868986392684,18.4607827426058,9.53471189155943,3.40745553339454,1.79618246628967,1.11747004857548,1
Proposed ET-NMPC,77,25.6276441926079,18.6404009892347,9.64645889641698,3.40306009165951,2.00829173756133,1.32957930611168,1
Proposed ET-NMPC,78,25.9679502017738,18.8412301629909,9.77941682702815,3.49538824421633,2.21012771923685,1.5314152512417,1
Proposed ET-NMPC,79,26.3174890261954,19.0622429349145,9.93255835215232,3.66233164137977,2.38638024930923,1.70766776267519,1
Proposed ET-NMPC,80,26.6837221903334,19.3008809598455,10.1033251284198,3.80618534940732,2.57253357658754,1.89382105818709,1
Proposed ET-NMPC,81,27.0643407252742,19.5581343175042,10.2927072342385,3.78408404557483,2.61097925956068,1.96557758487677,1
Proposed ET-NMPC,82,27.4427491298316,19.8192322434603,10.4892649927262,3.74020782536814,2.63145495124634,2.02145746000652,1
Proposed ET-NMPC,83,27.8167699123684,20.0823777385849,10.6914107387269,3.69799521282942,2.65027474193735,2.07385515360635,1
Proposed ET-NMPC,84,28.1865694336514,20.3474052127787,10.8987962540875,3.6574500135559,2.66757996076097,2.12298764746441,1
Proposed ET-NMPC,85,28.552314435007,20.6141632088548,11.111095018834,3.61856417130177,2.68350001330707,2.16905993848766,1
Proposed ET-NMPC,86,28.9141708521372,20.8825132101855,11.3280010126827,3.58131994649795,2.69815342893791,2.2122647930857,1
Proposed ET-NMPC,87,29.272302846787,21.1523285530793,11.5492274919913,3.59022255759969,2.75405803585268,2.12731434490948,1
Proposed ET-NMPC,88,29.6313251025469,21.4277343566645,11.7619589264822,3.61151615640797,2.81725104667058,2.0050056339167,1
Proposed ET-NMPC,89,29.9924767181877,21.7094594613316,11.9624594898739,3.63314164439418,2.878208263163,1.87515305658737,1
Proposed ET-NMPC,90,30.3557908826271,21.9972802876479,12.1499747955326,3.62589462614399,2.9461575672109,1.7813039463455,1
Proposed ET-NMPC,91,30.7183803452415,22.291896044369,12.3281051901672,3.58771273717201,3.08492887167933,1.61602325856189,1
Proposed ET-NMPC,92,31.0771516189587,22.6003889315369,12.4897075160234,3.43718100686559,3.27007969703026,1.57872274358511,1
Proposed ET-NMPC,93,31.4208697196453,22.9273969012399,12.6475797903819,3.27441901085832,3.48740261834357,1.45471753921511,1
Proposed ET-NMPC,94,31.7483116207311,23.2761371630743,12.7930515443034,3.05141246013201,3.68639614772507,1.4489187141413,1
Proposed ET-NMPC,95,32.0534528667443,23.6447767778468,12.9379434157175,2.81945021031143,3.87128643324511,1.43660776252505,1
Proposed ET-NMPC,96,32.3353978877755,24.0319054211713,13.08160419197,2.57713834578436,4.03455406175829,1.44247407929485,1
Proposed ET-NMPC,97,32.5931117223539,24.4353608273471,13.2258515998995,2.33846129087951,4.19497227062438,1.39061369177448,1
Proposed ET-NMPC,98,32.8269578514419,24.8548580544096,13.364912969077,2.10734507119549,4.34517215356503,1.29559859014709,1
Proposed ET-NMPC,99,33.0376923585614,25.2893752697661,13.4944728280917,1.87802152279524,4.48009335476254,1.18397579896312,1
Proposed ET-NMPC,100,33.2254945108409,25.7373846052423,13.612870407988,1.65460868545527,4.59962718022199,1.05152265832892,1
Proposed ET-NMPC,101,33.3909553793865,26.1973473232645,13.7180226738209,1.4465428240242,4.70344053336998,0.886093114360097,1
Proposed ET-NMPC,102,33.5356096617889,26.6676913766015,13.8066319852569,1.2480605149243,4.79035776791358,0.703432588438196,1
Proposed ET-NMPC,103,33.6604157132813,27.1467271533929,13.8769752441007,1.2368890067563,4.82405803594569,0.445611546970281,1
Proposed ET-NMPC,104,33.7841046139569,27.6291329569875,13.9215363987977,1.39146445409038,4.79635735479558,0.242451640747747,1
Proposed ET-NMPC,105,33.923251059366,28.108768692467,13.9457815628725,1.52935254323973,4.76010842872586,0.0494827773993675,1
Proposed ET-NMPC,106,34.07618631369,28.5847795353396,13.9507298406124,1.64801691656124,4.71880790250353,-0.129970081165537,1
Proposed ET-NMPC,107,34.2409880053461,29.05666032559,13.9377328324959,1.74682318484415,4.67572063906329,-0.293675443863602,1
Proposed ET-NMPC,108,34.4156703238305,29.5242323894963,13.9083652881095,1.833458616831,4.63029862163713,-0.445829759923494,1
Proposed ET-NMPC,109,34.5990161855136,29.98726225166,13.8637823121172,1.91385133905795,4.58133141394868,-0.590402851918165,1
Proposed ET-NMPC,110,34.7904013194194,30.4453953930549,13.8047420269254,1.98832162369052,4.52960775214891,-0.727482461944762,1
Proposed ET-NMPC,111,34.9892334817884,30.8983561682698,13.7319937807309,2.05724872153536,4.47584558872082,-0.85704956896872,1
Proposed ET-NMPC,112,35.194958353942,31.3459407271418,13.646288823834,2.12719710796847,4.42288376371778,-0.955579236114021,1
Proposed ET-NMPC,113,35.4076780647388,31.7882291035136,13.5507309002226,2.19813831587165,4.37290060830227,-1.02270631865,1
Proposed ET-NMPC,114,35.627491896326,32.2255191643438,13.4484602683576,2.26949024486553,4.32719916029649,-1.06054771490466,1
Proposed ET-NMPC,115,35.8544409208125,32.6582390803735,13.3424054968672,2.34046134887184,4.28622896805928,-1.07260519661546,1
Proposed ET-NMPC,116,36.0884870556997,33.0868619771794,13.2351449772056,2.41022697678491,4.24977701698067,-1.06310922595993,1
Proposed ET-NMPC,117,36.3295097533782,33.5118396788775,13.1288340546096,2.47805652916527,4.21723954186563,-1.03640073561647,1
Proposed ET-NMPC,118,36.5773154062947,33.933563633064,13.025193981048,2.54337365019687,4.18786345262129,-0.996519030266416,1
Proposed ET-NMPC,119,36.8316527713144,34.3523499783262,12.9255420780213,2.59546011430439,4.16740894899426,-0.946725644998403,1
Proposed ET-NMPC,120,37.0911987827449,34.7690908732256,12.8308695135215,2.5897810709616,4.18374426308227,-0.88843567331302,1
Proposed ET-NMPC,121,37.350176889841,35.1874652995338,12.7420259461902,2.53204752086918,4.23181353738882,-0.824917897025485,1
Proposed ET-NMPC,122,37.6033816419279,35.6106466532727,12.6595341564876,2.49084885860627,4.26500333221853,-0.778086460327288,1
Proposed ET-NMPC,123,37.8524665277886,36.0371469864946,12.5817255104549,2.46192108242464,4.28789586476439,-0.743568179018903,1
Proposed ET-NMPC,124,38.098658636031,36.465936572971,12.507368692553,2.37161199009051,4.18089672297228,-0.696861991205111,1
Proposed ET-NMPC,125,38.3358198350401,36.8840262452682,12.4376824934325,2.23771810682305,3.98710131238576,-0.64223688213091,1
Proposed ET-NMPC,126,38.5595916457224,37.2827363765068,12.3734588052194,2.07619866280823,3.74118605516086,-0.583609623375685,1
Proposed ET-NMPC,127,38.7672115120032,37.6568549820229,12.3150978428818,1.92054647603238,3.49018597318426,-0.53096595709343,1
Proposed ET-NMPC,128,38.9592661596065,38.0058735793413,12.2620012471725,1.75986029047711,3.24222503551234,-0.479049455279849,1
Proposed ET-NMPC,129,39.1352521886542,38.3300960828926,12.2140963016445,1.59423383393346,2.99751577128122,-0.427230029460391,1
Proposed ET-NMPC,130,39.2946755720475,38.6298476600207,12.1713732986985,1.4270026750999,2.75373823870773,-0.376178544393213,1
Proposed ET-NMPC,131,39.4373758395575,38.9052214838914,12.1337554442592,1.26093800848888,2.50887775899229,-0.326520997364598,1
Proposed ET-NMPC,132,39.5634696404064,39.1561092597907,12.1011033445227,1.09849349041981,2.26120383392752,-0.278882720818175,0
Proposed ET-NMPC,133,39.6733189894484,39.3822296431834,12.0732150724409,0.982701967666024,1.99331960678375,-0.244236056198615,0
C-NMPC,1,0,0,3,0,0,0,1
C-NMPC,2,0,0,3,0.173205277926179,0.173205277926179,0.173204686417633,1
C-NMPC,3,0.0173205277926179,0.0173205277926179,3.01732046864176,0.3464106545174,0.3464106545174,0.346409175504338,1
C-NMPC,4,0.0519615932443578,0.0519615932443578,3.0519613861922,0.520810037285086,0.520810037285086,0.517200599705029,1
C-NMPC,5,0.104042596972866,0.104042596972866,3.1036814461627,0.705902505115227,0.705902505115227,0.66376647808433,1
C-NMPC,6,0.174632847484389,0.174632847484389,3.17005809397113,0.900510297935562,0.900510297935562,0.78316335386923,1
C-NMPC,7,0.264683877277945,0.264683877277945,3.24837442935806,1.10265976999127,1.10265976999127,0.874109392239211,1
C-NMPC,8,0.374949854277073,0.374949854277073,3.33578536858198,1.31001920329116,1.31001920329116,0.937387594197699,1
C-NMPC,9,0.505951774606189,0.505951774606189,3.42952412800175,1.52042211056427,1.52042211056427,0.975613674588593,1
C-NMPC,10,0.657993985662616,0.657993985662616,3.52708549546061,1.73221592554357,1.73221592554357,0.992547660328088,1
C-NMPC,11,0.831215578216972,0.831215578216972,3.62634026149342,1.94434791717576,1.94434791717576,0.992357259916183,1
C-NMPC,12,1.02565036993455,1.02565036993455,3.72557598748503,2.15627266902233,2.15627266902233,0.979098334260668,1
C-NMPC,13,1.24127763683678,1.24127763683678,3.8234858209111,2.36779925715035,2.36779925715035,0.956448719918573,1
C-NMPC,14,1.47805756255182,1.47805756255182,3.91913069290296,2.57894944591277,2.57894944591277,0.92761825736277,1
C-NMPC,15,1.73595250714309,1.73595250714309,4.01189251863924,2.78985080168512,2.78985080168512,0.895350064559769,1
C-NMPC,16,2.01493758731161,2.01493758731161,4.10142752509521,3.00066458590082,3.00066458590092,0.861956999871541,1
C-NMPC,17,2.31500404590169,2.3150040459017,4.18762322508237,3.21154107025317,3.21154106858738,0.829365323066262,1
C-NMPC,18,2.63615815292701,2.63615815276044,4.27055975738899,3.42259495095306,3.42259493024818,0.799157262559561,1
C-NMPC,19,2.97841764802231,2.97841764578526,4.35047548364495,3.49624521534199,3.49624515827618,0.743329797215624,1
C-NMPC,20,3.32804216955651,3.32804216161287,4.42480846336651,3.50202373296699,3.50202361103691,0.686775364639674,1
C-NMPC,21,3.67824454285321,3.67824452271656,4.49348599983048,3.50602862125994,3.50602833149235,0.64461511437379,1
C-NMPC,22,4.0288474049792,4.0288473558658,4.55794751126786,3.50871558769069,3.50871472666289,0.61468357029883,1
C-NMPC,23,4.37971896374827,4.37971882853209,4.61941586829774,3.51818642278931,3.50252421745057,0.595557218639205,1
C-NMPC,24,4.7315376060272,4.72997125027714,4.67897159016166,3.57345418792907,3.44695124519965,0.590721829619273,1
C-NMPC,25,5.08888302482011,5.07466637479711,4.73804377312359,3.67390625668715,3.33809618484904,0.599605435074822,1
C-NMPC,26,5.45627365048883,5.40847599328201,4.79800431663107,3.78010512860745,3.21501099547419,0.611971825867584,1
C-NMPC,27,5.83428416334957,5.72997709282943,4.85920149921783,3.86265687852384,3.11281599632818,0.624706660598278,1
C-NMPC,28,6.22054985120196,6.04125869246225,4.92167216527766,3.92806658432673,3.02738672127948,0.636570929996323,1
C-NMPC,29,6.61335650963463,6.3439973645902,4.98532925827729,3.97146107821782,2.96904586806056,0.642077516779312,1
C-NMPC,30,7.01050261745641,6.64090195139625,5.04953700995522,3.97523273379808,2.96485323865022,0.638098727005111,1
C-NMPC,31,7.40802589083622,6.93738727526128,5.11334688265573,3.95106091088975,2.99734802024836,0.636413799310054,1
C-NMPC,32,7.80313198192519,7.23712207728611,5.17698826258674,3.92764999706928,3.02748074327914,0.638690730788913,1
C-NMPC,33,8.19589698163212,7.53987015161403,5.24085733566563,3.90261344732116,3.05273720741707,0.671121317825197,1
C-NMPC,34,8.58615832636424,7.84514387235573,5.30796946744815,3.88159142141003,3.07951069782823,0.670717451090699,1
C-NMPC,35,8.97431746850524,8.15309494213856,5.37504121255722,3.86131609983459,3.10437422404734,0.673126031459707,1
C-NMPC,36,9.3604490784887,8.46353236454329,5.44235381570319,3.76364362303271,3.25107199037027,0.515283991828899,1
C-NMPC,37,9.73681344079197,8.78863956358032,5.49388221488608,3.87234296484627,3.08456925099968,0.700280299874875,1
C-NMPC,38,10.1240477372766,9.09709648868029,5.56391024487356,3.9501657257828,2.98458795250828,0.698874446945392,1
C-NMPC,39,10.5190643098549,9.39555528393111,5.6337976895681,4.02764349973623,2.82973711436349,0.87788137161365,1
C-NMPC,40,10.9218286598285,9.67852899536746,5.72158582672947,4.08051145304913,2.69272804137069,1.04816123604665,1
C-NMPC,41,11.3298798051334,9.94780179950453,5.82640195033413,4.15669601287004,2.50232066823593,1.20841612448264,1
C-NMPC,42,11.7455494064204,10.1980338663281,5.9472435627824,4.23916221016705,2.28030581965256,1.35266741098849,1
C-NMPC,43,12.1694656274371,10.4260644482934,6.08251030388125,4.21862239932026,2.26061240534314,1.44667086953531,1
C-NMPC,44,12.5913278673691,10.6521256888277,6.22717739083478,4.19403575473722,2.24836293173963,1.53457753638092,1
C-NMPC,45,13.0107314428429,10.8769619820017,6.38063514447287,4.24582087033908,2.04585365889125,1.66957717503396,1
C-NMPC,46,13.4353135298768,11.0815473478908,6.54759286197627,4.24446231282398,2.14822040009759,1.53937935143402,1
C-NMPC,47,13.8597597611592,11.2963693879005,6.70153079711967,4.21400077045611,2.23044239080475,1.50576367597857,1
C-NMPC,48,14.2811598382048,11.519413626981,6.85210716471753,4.23859610798433,2.20932899367786,1.46736785813049,1
C-NMPC,49,14.7050194490032,11.7403465263488,6.99884395053058,4.29634823100397,2.24297548244484,1.22900482631288,1
C-NMPC,50,15.1346542721036,11.9646440745933,7.12174443316186,4.27652418531453,2.34345505479028,1.10433658754827,1
C-NMPC,51,15.5623066906351,12.1989895800723,7.23217809191669,4.22207778711168,2.45282507165426,1.07596855318473,1
C-NMPC,52,15.9845144693462,12.4442720872377,7.33977494723516,4.21307068346408,2.55138115794143,0.86051705563395,1
C-NMPC,53,16.4058215376926,12.6994102030319,7.42582665279856,4.18674678261513,2.65247261723759,0.659954841687373,1
C-NMPC,54,16.8244962159542,12.9646574647556,7.49182213696729,4.13752380171373,2.75686249435704,0.529722547622695,1
C-NMPC,55,17.2382485961255,13.2403437141914,7.54479439172956,4.09216102948085,2.84859674605177,0.37378427893836,1
C-NMPC,56,17.6474646990736,13.5252033887965,7.5821728196234,4.05794232449575,2.8760544449943,0.51128751255494,1
C-NMPC,57,18.0532589315232,13.812808833296,7.63330157087889,4.02189265542484,2.89845601733629,0.650639826483747,1
C-NMPC,58,18.4554481970657,14.1026544350296,7.69836555352727,3.98449173887042,2.91745480510256,0.782485171142164,1
C-NMPC,59,18.8538973709527,14.3943999155398,7.77661407064149,3.94617153225395,2.9334207382222,0.907068360486944,1
C-NMPC,60,19.2485145241781,14.6877419893621,7.86732090669018,3.90983143766188,2.95085092317272,1.00284443373912,1
C-NMPC,61,19.6394976679443,14.9828270816793,7.96760535006409,3.8827062955357,2.95638696329794,1.08828670204563,1
C-NMPC,62,20.0277682974979,15.2784657780091,8.07643402026866,3.90691673214858,2.91935214770952,1.10153741911988,1
C-NMPC,63,20.4184599707127,15.5704009927801,8.18658776218064,3.99873382031232,2.79100072131441,1.10473653325709,1
C-NMPC,64,20.818333352744,15.8495010649115,8.29706141550635,4.11021903063294,2.66894892297398,0.991368330530518,1
C-NMPC,65,21.2293552558073,16.1163959572089,8.3961982485594,3.99406815618819,2.43677556783021,0.841020375682429,1
C-NMPC,66,21.6287620714261,16.3600735139919,8.48030028612765,3.87674822873363,2.24153633349341,1.03625786183107,1
C-NMPC,67,22.0164368942994,16.5842271473413,8.58392607231075,3.98442207561125,2.32053556529133,0.901380606025945,1
C-NMPC,68,22.4148791018606,16.8162807038704,8.67406413291335,3.69228290633348,2.26132178104878,0.867492060330163,1
C-NMPC,69,22.7841073924939,17.0424128819753,8.76081333894636,3.92576270288715,2.43917771046088,0.805407819381154,1
C-NMPC,70,23.1766836627826,17.2863306530214,8.84135412088448,4.05502574049279,2.49142086370201,0.741942299165328,1
C-NMPC,71,23.5821862368319,17.5354727393916,8.91554835080101,4.01529439819341,2.41000575345446,0.77115412287393,1
C-NMPC,72,23.9837156766512,17.776473314737,8.99266376308841,4.18849948252694,2.23680067146807,0.944359198824663,1
C-NMPC,73,24.4025656249039,18.0001533818838,9.08709968297087,4.36151153019892,2.16106549424353,1.14324673694347,1
C-NMPC,74,24.8387167779238,18.2162599313082,9.20142435666522,4.30928017562518,2.20341946922964,1.25500876912616,1
C-NMPC,75,25.2696447954864,18.4366018782312,9.32692523357783,4.25222653741884,2.25454089275576,1.35484864001965,1
C-NMPC,76,25.6948674492282,18.6620559675067,9.4624100975798,4.15298975183783,2.35168965642193,1.49071522465161,1
C-NMPC,77,26.110166424412,18.8972249331489,9.61148162004496,3.99433298553243,2.50643477151074,1.66225411319976,1
C-NMPC,78,26.5095997229653,19.1478684103,9.77770703136494,3.83744348699792,2.63921364415825,1.81894992360598,1
C-NMPC,79,26.8933440716651,19.4117897747158,9.95960202372554,3.78129851869004,2.6685617314498,1.89223671827659,1
C-NMPC,80,27.2714739235341,19.6786459478608,10.1488256955532,3.73800412592439,2.68618697881474,1.95236386706434,1
C-NMPC,81,27.6452743361265,19.9472646457423,10.3440620822596,3.69629163413416,2.70227093392526,2.00877075722754,1
C-NMPC,82,28.0149034995399,20.2174917391348,10.5449391579824,3.65617496446672,2.71695370195134,2.06168552661644,1
C-NMPC,83,28.3805209959866,20.4891871093299,10.751107710644,3.61765501909324,2.73036296115632,2.11132429133357,1
C-NMPC,84,28.7422864978959,20.7622234054456,10.9622401397774,3.58072183769851,2.74261494227605,2.15789119267704,1
C-NMPC,85,29.1003586816658,21.0364848996732,11.1780292590451,3.55154927978624,2.76040236887954,2.18327196545324,1
C-NMPC,86,29.4555136096444,21.3125251365611,11.3963564555904,3.54880029271666,2.80142198094466,2.13495933616878,1
C-NMPC,87,29.8103936389161,21.5926673346556,11.6098523892073,3.56421008501023,2.85589279131847,2.03476849651417,1
C-NMPC,88,30.1668146474171,21.8782566137874,11.8133292388587,3.57926053951899,2.90790676878701,1.93209011546692,1
C-NMPC,89,30.524740701369,22.1690472906661,12.0065382504054,3.58024229681315,3.00278199691714,1.7790911654832,1
C-NMPC,90,30.8827649310503,22.4693254903579,12.1844473669537,3.49569928694847,3.15781244926076,1.67580041488292,1
C-NMPC,91,31.2323348597451,22.7851067352839,12.352027408442,3.32684844201499,3.36136938014786,1.62273698856803,1
C-NMPC,92,31.5650197039466,23.1212436732987,12.5143011072988,3.10231375132303,3.5556093228446,1.65326698740782,1
C-NMPC,93,31.8752510790789,23.4768046055832,12.6796278060396,2.88973784833904,3.75740957805917,1.5910023351919,1
