ExperimentType,R_on,R_off,T_ref,RepeatIndex,TriggerRatePercent,AvgCPUms,MaxCPUms,StdCPUms,MinDistanceMeter,MinClearanceMeter,Success,Collision,SwitchCount,Steps
R_on,0.5,0.2,5,2,80.4511278195489,2133.75820300752,2817.5497,1056.72372729291,3.5446521108173,1.63717709946899,1,0,2,133
R_on,0.5,0.2,5,3,65.7534246575342,1752.36659041096,2860.7701,1274.06214122067,3.38587687951179,1.47362631328542,0,1,1,73
R_on,0.5,0.2,5,4,81.4814814814815,2155.59753851852,2829.6872,1032.49251387907,3.94536216342104,2.34473987012276,1,0,2,135
R_on,0.5,0.2,5,5,82.7067669172932,2191.8674556391,3002.8494,1007.74524835213,4.1292306557157,2.27569217686979,1,0,2,133
R_on,0.5,0.2,5,6,80.3030303030303,2124.59835075758,2785.6519,1057.12279868049,3.27042421847649,1.53274168536519,1,0,2,132
R_on,0.5,0.2,5,7,83.6879432624114,2222.60742198582,3409.4329,988.409919884033,3.90167799494579,1.90359657351289,1,0,2,141
R_on,0.5,0.2,5,8,78.9855072463768,2092.93101666667,2840.4224,1084.5626953801,3.62661568256963,1.75610248709348,1,0,2,138
R_on,0.5,0.2,5,9,86.0294117647059,2281.68156617647,2808.9869,923.986314981378,4.13802279303309,2.21005434262096,1,0,2,136
R_on,0.5,0.2,5,10,79.6992481203008,2109.21350150376,2902.5399,1069.56204043346,3.52238272431524,1.69877378236463,1,0,2,133
R_on,0.5,0.2,5,11,79.3893129770992,2099.64641603053,2918.028,1075.15920099931,3.68900649407274,2.02360567469372,1,0,2,131
R_on,0.5,0.2,5,12,80.2919708029197,2129.01268467153,2984.6849,1059.96097524215,3.55598694661519,1.62141069514,1,0,2,137
R_on,0.5,0.2,5,13,60.2941176470588,1605.05000441176,2816.3914,1312.83503208738,2.73183291854442,0.851480806102473,0,1,1,68
R_on,0.5,0.2,5,14,77.6119402985075,1953.88268880597,2848.2462,1056.0036517222,4.80372593292897,2.83701871535598,1,0,2,134
R_on,0.5,0.2,5,15,83.206106870229,2058.30300992366,3380.7685,932.263305741682,4.73425698400547,2.84855256596159,1,0,1,131
R_on,0.5,0.2,5,16,80.9160305343512,1995.33344656488,2558.2699,973.137266707585,2.79150758708584,1.17007969779557,1,0,2,131
R_on,0.5,0.2,5,17,84.6715328467153,2095.40754379562,2618.4628,895.445277693885,4.01911143748145,2.07146029200015,1,0,2,137
R_on,0.5,0.2,5,18,83.3333333333333,2059.81900833333,2573.461,924.697201056297,2.63026730913099,0.70899501737217,1,0,2,156
R_on,0.5,0.2,5,19,81.1188811188811,2003.41444615385,2602.808,970.491210235329,3.47550995311993,1.68759915262803,1,0,2,143
R_on,0.5,0.2,5,20,79.6992481203008,1973.75660902256,2614.5625,1000.52397560441,4.08697049348663,2.25661943194665,1,0,2,133
