ExperimentType,R_on,R_off,T_ref,RepeatIndex,TriggerRatePercent,AvgCPUms,MaxCPUms,StdCPUms,MinDistanceMeter,MinClearanceMeter,Success,Collision,SwitchCount,Steps
T_ref,0.6,0.2,10,13,76.5957446808511,2040.21977588652,2885.0147,1132.8176911724,3.2906504935704,1.4976469073905,1,0,2,141
T_ref,0.6,0.2,10,14,58.3333333333333,1584.31319166667,3890.7085,1356.41277825981,3.13401449241994,1.36189553035025,0,1,1,72
T_ref,0.6,0.2,10,15,78.1954887218045,2071.64794210526,2798.7623,1099.09670921086,3.84259406405809,2.0517014371303,1,0,2,133
T_ref,0.6,0.2,10,16,76.1538461538461,2024.31525230769,2795.8502,1137.79236878941,3.00992485607324,1.22417181346167,1,0,2,130
T_ref,0.6,0.2,10,17,76.3358778625954,2049.18622977099,2946.8725,1146.53399207509,3.80744239413444,2.10921349289202,1,0,2,131
T_ref,0.6,0.2,10,18,77.0992366412214,2062.11912442748,2827.76,1128.92275183133,4.2396286124919,2.60795630464423,1,0,2,131
T_ref,0.6,0.2,10,19,75.7575757575758,2030.91182878788,2825.3341,1154.17169003804,3.95009880225394,2.00708641744937,1,0,2,132
T_ref,0.6,0.2,10,20,79.8611111111111,2150.93055694444,3149.0124,1086.04153477387,2.0559382624959,0.251105980185498,1,0,2,144
T_ref,0.6,0.2,10,21,76.5151515151515,2051.76030227273,2849.6913,1141.82897435649,4.46736009957786,2.77183829861261,1,0,2,132
T_ref,0.6,0.2,10,22,78.2608695652174,2098.96695797101,2856.7239,1111.35683593017,3.34985732613448,1.36489261309589,1,0,2,138
T_ref,0.6,0.2,10,23,75.9398496240601,2011.09908120301,2791.9529,1137.10165185084,5.02449091412311,3.41910211498868,1,0,2,133
T_ref,0.6,0.2,10,24,77.2058823529412,2051.14040441176,2911.8125,1119.7905850127,4.24876032361242,2.39602706951656,1,0,2,136
T_ref,0.6,0.2,10,25,77.4436090225564,2054.88387293233,2785.2902,1114.02408005661,3.05725984081866,1.29569494537127,1,0,2,133
T_ref,0.6,0.2,15,1,78.5185185185185,2083.29949481481,2897.9348,1094.84689840529,3.66945087914676,2.0217923494565,1,0,2,135
T_ref,0.6,0.2,15,2,78.1954887218045,2086.19932406015,3028.1922,1107.34405465047,2.21823322655881,0.374415659310866,1,0,2,133
T_ref,0.6,0.2,15,3,76.6917293233083,2045.64122180451,3474.9551,1135.51715870018,4.66272874804551,2.74375736100387,1,0,2,133
T_ref,0.6,0.2,15,4,78.030303030303,2066.96334621212,2782.4288,1101.80189790002,4.28780400361856,2.61816714579287,1,0,2,132
T_ref,0.6,0.2,15,5,76.3358778625954,2024.01057938931,2844.8035,1132.18785716611,4.1917270616889,2.36381818630936,1,0,2,131
T_ref,0.6,0.2,15,6,77.8625954198473,2061.67486641221,2812.4839,1104.30258277305,3.33497451753719,1.69009281890327,1,0,2,131
T_ref,0.6,0.2,15,7,78.1954887218045,2072.05382180451,2910.9385,1099.38586877927,4.00882813333316,2.08017697357392,1,0,2,133
T_ref,0.6,0.2,15,8,78.1954887218045,2075.05833759399,2828.365,1100.77655305694,3.13027981908676,1.34125796879167,1,0,2,133
T_ref,0.6,0.2,15,9,78.1954887218045,2084.57642180451,3628.8895,1109.13110106887,3.56563710886264,1.59854481368786,1,0,2,133
T_ref,0.6,0.2,15,10,77.2727272727273,2054.63768560606,2882.8389,1119.63379182624,4.3771783939998,2.6389018504141,1,0,2,132
T_ref,0.6,0.2,15,11,77.5862068965517,2107.33466609195,4215.7879,1164.04701260001,3.26066658473938,1.50964948753602,1,0,2,174
T_ref,0.6,0.2,15,12,76.5151515151515,2032.96756818182,2928.9158,1131.72687886369,3.70632677216217,2.06154986055107,1,0,2,132
T_ref,0.6,0.2,15,13,75.9398496240601,2012.20133007519,2786.5899,1137.56098148835,3.68403979149778,1.75071055605698,1,0,2,133
T_ref,0.6,0.2,15,14,78.9473684210526,2099.6958406015,2824.8889,1089.35105815349,3.85103122939799,2.10040807832414,1,0,2,133
T_ref,0.6,0.2,15,15,79.2307692307692,2101.94919461538,2904.5161,1081.23018352842,2.83357725006308,1.10563775890789,1,0,2,130
T_ref,0.6,0.2,15,16,75.187969924812,1993.01608721804,2810.8665,1150.1790155425,5.14252377914389,3.49901358223166,1,0,2,133
T_ref,0.6,0.2,15,17,77.9310344827586,2070.92930827586,2833.4776,1106.82756278099,3.77106804235974,1.87343820245407,1,0,2,145
T_ref,0.6,0.2,15,18,75.9398496240601,2019.68441503759,3042.3998,1142.51002484393,3.01819003425551,1.41308300453332,1,0,2,133
T_ref,0.6,0.2,15,19,76.6423357664234,2040.34766788321,2826.5287,1131.44542708959,2.11523858929262,0.316733620328277,1,0,2,137
T_ref,0.6,0.2,15,20,79.1044776119403,2100.76489253731,2775.9243,1084.54138813485,3.37727913941846,1.43397626890507,1,0,2,134
T_ref,0.6,0.2,15,21,78.3216783216783,2083.11362167832,3000.7659,1101.11808440501,4.13867652652424,2.42417917129751,1,0,2,143
T_ref,0.6,0.2,15,22,76.9230769230769,2049.11098076923,2773.2557,1127.32820815882,3.33044637487895,1.62341504288087,1,0,2,130
T_ref,0.6,0.2,15,23,76.4705882352941,2038.81392426471,3010.6378,1136.35151583889,4.37937685069133,2.35831123387802,1,0,2,136
T_ref,0.6,0.2,15,24,59.4202898550725,1593.81953623188,2800.4695,1327.30353662499,1.4056754065151,-0.231221511167746,0,1,1,69
T_ref,0.6,0.2,15,25,80.5755395683453,2144.5700352518,2892.3265,1057.86875214477,3.70003838623432,1.83482267918325,1,0,2,139
T_ref,0.6,0.2,20,1,78.8732394366197,2097.06228098592,2823.7379,1090.02475769454,3.19014293603,1.44400283993634,1,0,2,142
T_ref,0.6,0.2,20,2,79.5620437956204,2114.25146058394,2787.1668,1076.17163783313,4.0821499093089,2.31886943614683,1,0,2,137
T_ref,0.6,0.2,20,3,76.3358778625954,2030.09182137405,2848.023,1135.63198813164,4.5411538235236,2.72799620363433,1,0,2,131
T_ref,0.6,0.2,20,4,80.2721088435374,2130.68106802721,3055.0504,1061.58586454498,3.41890620580488,1.61801463151349,1,0,1,147
T_ref,0.6,0.2,20,5,80.2919708029197,2136.57649343066,2806.3864,1063.34765881358,3.5390314653857,1.74808821424165,1,0,2,137
T_ref,0.6,0.2,20,6,77.4436090225564,2064.73011804511,2932.5538,1119.75995727016,4.51837800395234,2.87921708763382,1,0,1,133
T_ref,0.6,0.2,20,7,77.2727272727273,2056.94447424242,2880.4445,1120.68440733074,3.42152515282085,1.75413043892715,1,0,1,132
T_ref,0.6,0.2,20,8,84.5,2278.2235305,2873.476,979.958058874066,2.36408219917066,0.703892744642865,1,0,2,200
T_ref,0.6,0.2,20,9,77.6978417266187,2069.08137266187,3057.366,1113.79999428177,3.16008315742926,1.24236895885737,1,0,2,139
T_ref,0.6,0.2,20,10,77.3722627737226,2055.50275109489,2795.7867,1116.38650186452,3.59167361015203,1.64732879510549,1,0,2,137
T_ref,0.6,0.2,20,11,79.6992481203008,2127.74287067669,3537.7947,1081.63711512096,4.103803391001,2.23009532938804,1,0,1,133
T_ref,0.6,0.2,20,12,77.2727272727273,2069.05640681818,2927.7013,1127.95852415768,4.38784474800619,2.62603333242917,1,0,2,132
T_ref,0.6,0.2,20,13,77.2727272727273,2082.58605530303,2864.8064,1135.54164091523,4.64661650819421,3.03037107536693,1,0,2,132
T_ref,0.6,0.2,20,14,79.3893129770992,2137.56185877863,2900.4138,1095.62615047137,4.19729637412815,2.34451943804401,1,0,2,131
T_ref,0.6,0.2,20,15,65.0602409638554,1773.42697108434,3353.8685,1310.80913928873,2.55160764639894,0.84371121070937,0,1,1,83
T_ref,0.6,0.2,20,16,78.3582089552239,2101.22104552239,2916.7143,1110.2549597293,4.14746472334711,2.27496339860598,1,0,2,134
T_ref,0.6,0.2,20,17,75.7575757575758,2040.43569090909,2935.3054,1159.97102636447,4.99557278672709,3.34175654035517,1,0,2,132
T_ref,0.6,0.2,20,18,78.7878787878788,2174.92631439394,3360.914,1143.27824914952,3.8052271699133,2.06445050737472,1,0,2,132
T_ref,0.6,0.2,20,19,71.9626168224299,1945.2723271028,3045.0652,1221.35213736395,2.09001862356789,0.514232525911448,0,1,1,107
T_ref,0.6,0.2,20,20,80.3030303030303,2149.53865,2803.0331,1069.796082616,4.13680389224614,2.44290175037083,1,0,2,132
T_ref,0.6,0.2,20,21,78.5185185185185,2100.83161037037,2801.7645,1103.92666584209,2.35992897801926,0.777648892542759,1,0,1,135
T_ref,0.6,0.2,20,22,78.030303030303,2092.80123030303,2886.9798,1116.0186036874,3.75827281744894,2.12344854555014,1,0,2,132
T_ref,0.6,0.2,20,23,75,1991.94748409091,2918.2193,1155.31442734535,4.53005557422534,2.53252407830561,1,0,2,132
T_ref,0.6,0.2,20,24,75.7575757575758,2014.13632727273,2899.9276,1144.77482278057,3.94121727422034,2.25759536037853,1,0,2,132
T_ref,0.6,0.2,20,25,78.3582089552239,2079.35912164179,2891.9869,1097.90052097664,3.71715886278244,2.00455405513769,1,0,2,134
